CountyID,DiseaseR,NOmean,NO2mean,PM1mean
14511,6.6,18.13869785958904,26.021693607305934,18.61036170091324
3358,6.5,2.1648617209474885,12.427424801769407,16.77240618173516
5158,6.5,8.47777049086758,26.362810273972602,16.868518721461186
6532,6.5,20.467166011671804,27.491571886186644,21.120423694459475
6431,6.5,0.7910051424714613,8.119518005611301,15.571921090534817
7315,6.5,29.82738310871141,36.56242761014269,20.040876982018265
14612,6.5,23.330639611872147,29.357747945205485,19.829269482496198
1061,6.4,37.659362614155256,34.80848641552511,16.311419805936072
3402,6.4,3.2802553969178088,15.449597216894977,15.866343672317349
5978,6.4,7.688446385083714,22.434187271689495,15.877876997716896
5113,6.4,19.770431150114153,34.05376469748858,21.767551179604258
5314,6.4,10.72332579908676,26.206334189497717,17.280659189497715
6611,6.4,21.62775917977312,30.064764907168666,21.056535406592467
7138,6.4,15.163803672104736,24.77934228016067,20.03586071769749
12065,6.4,0.28913470319634704,4.256107876712329,12.647055936073059
5515,6.3,19.045853624429224,28.546867094748862,19.51954295091324
5362,6.3,6.413187442922374,19.644158675799087,16.859606963470316
5315,6.3,34.51326041666667,39.40193220605023,20.37075874714612
6414,6.3,38.126805890978886,42.47790816755498,18.436602660267695
9162,6.3,35.629631946858225,41.87076578916348,21.838656464299376
1003,6.2,9.041365239726026,20.102069463470322,15.716852111872146
3153,6.2,0.8311857541381279,7.696931623487444,9.853473676255708
5166,6.2,10.423557420091326,19.62252676940639,19.39961803652968
5334,6.2,16.696621423135465,21.5720424086758,15.507754318873666
6435,6.2,5.131997459537956,17.088173484882994,16.16094840537671
6533,6.2,14.203367328156393,22.164936387687213,17.09298235498858
7312,6.2,7.732814071988013,20.65769906631336,15.816176903651828
7314,6.2,21.42333382885845,32.214083564608636,21.648811271125762
7132,6.2,1.152621613839041,7.513786138099886,9.824890283074774
12072,6.2,3.610925799086758,15.22156278538813,20.741854452054795
3404,6.1,23.211601835245432,31.06104885202626,19.198349856678085
3101,6.1,16.806076559046804,23.958978787271686,17.491302441409818
6433,6.1,9.89650160292209,22.486980027910388,17.039716674935505
7317,6.1,6.225605808432078,15.778080544114154,15.614025997539954
7111,6.1,26.189776536579622,37.339728540134985,18.42197758986073
9261,6.1,13.542515523238583,27.75136816229395,18.87356344076769
8226,6.0,3.996775114155251,17.25685502283105,16.03308219178082
12069,6.0,1.3178105022831048,6.5679406392694055,15.07067922374429
12054,6.0,16.125931934931508,24.11239069634703,18.908897117579908
12067,6.0,2.1321027397260277,9.208418949771689,16.982650114155252
1060,5.9,54.72598313356164,43.634579908675796,26.74677899543379
1002,5.9,74.76537793949771,48.33259860159818,21.399515182648404
3352,5.9,1.602472908105023,11.151664372945206,14.09705168772831
5117,5.9,9.079494121004565,25.88282642694064,21.29043778538813
6412,5.9,24.56950602112633,39.711408716593795,20.581607195937785
6635,5.9,0.7409797254700343,7.711041250574485,12.666273069579622
9565,5.9,10.411678302872717,21.73406392527169,17.416738024889842
9663,5.9,39.80881901790982,32.18850708209218,20.993577706222887
9564,5.9,26.44018425258086,35.198236164096464,23.12919725256564
4012,5.8,30.70667608447489,27.524397260273975,18.918308219178083
3103,5.8,13.32424018005137,24.571511653481735,16.242290017237444
3355,5.8,4.4561772138127855,16.26015656940639,14.181514675913244
5711,5.8,18.322882248858445,27.450555907534245,21.189659960045663
5554,5.8,5.554404623287671,18.71869868721461,19.610057933789957
5112,5.8,14.021579737442925,32.016240468036536,19.94652326864536
13003,5.8,17.456028824200914,22.5452725456621,19.138328909817353
12064,5.8,1.5623002283105025,9.103422945205478,17.482639269406395
12068,5.8,24.587976027397257,17.496643264840184,16.410517694063927
16076,5.8,5.6544327128008,14.89060635473573,14.788929687388128
14730,5.8,1.1846787671232877,8.737130479452054,12.876714611872147
1057,5.7,1.777351198630137,9.151195719178082,13.468764497716892
3354,5.7,1.4200774714611872,9.910250780422375,14.08262353892694
6631,5.7,16.364679696533866,21.894480038065257,15.349133117050611
8222,5.7,21.60516837899543,35.213047945205474,18.114383561643837
8231,5.7,15.161678082191782,22.935730593607307,17.396227168949775
9780,5.7,5.51682872908048,7.025028872740297,7.480554148581621
9662,5.7,9.59804483849886,23.27703001328653,15.91790597506678
15002,5.7,20.81054897028006,28.71669118436453,18.424414491583903
14627,5.7,2.0254952625570772,12.445842237442923,15.56889223744292
5114,5.6,11.91249794520548,29.422313127853883,13.581839098173514
12052,5.6,13.080576484018264,21.316858447488585,19.84773858447489
15090,5.6,1.7656443870171232,10.480203699443493,15.11496348122146
16074,5.6,1.3206827627385844,5.683462334287671,11.502589167519405
5974,5.5,4.638222716894977,12.25182685502283,17.708988156392696
5111,5.5,28.687972146118724,40.4651180936073,20.837944206621003
6437,5.5,6.508791647670091,16.184752121268836,16.056155281006852
9362,5.5,36.80939879954281,41.48823058299087,18.69108733012272
15084,5.5,9.087084136982305,15.84306398538813,15.628181104446346
16065,5.5,1.3046796719246572,5.7324245545119865,11.020292818368722
16052,5.5,5.392671577153539,16.12201892279566,15.81618089260388
14523,5.5,10.043424657534247,13.98253192541857,13.604606906392695
3257,5.4,2.1889293177511413,13.977267497260277,15.560752115239728
3359,5.4,2.209793991666667,13.13324719497717,14.171193085388127
5119,5.4,48.88721655251141,48.72846934931506,25.93642288812785
6434,5.4,0.644202856974886,6.915298484106165,8.640803310555935
7140,5.4,0.5860612358561644,6.553754648554794,10.772350332438926
8121,5.4,47.086472602739725,40.2167950913242,19.002608447488583
12051,5.4,11.510985159817354,19.095638984018265,18.850976883561643
15082,5.4,2.2598275664083904,11.968883288527397,16.440307683238586
16053,5.4,4.53957748733847,16.198489254364155,15.169831983436072
3357,5.3,4.731609817351599,16.39297123287671,20.02422226027397
5512,5.3,9.943512442922374,24.911911586757995,20.608195947488586
5170,5.3,6.882842066210046,21.76297385844749,18.182844121004567
6632,5.3,3.00468486399629,12.110601439715184,17.553453373396113
7319,5.3,13.280871483276256,27.05288277576998,21.55210454007762
8118,5.3,30.69027682648402,37.76302226027397,16.383099315068495
8221,5.3,9.806170091324201,24.253658675799088,14.933652968036531
5562,5.2,14.788225570776255,26.720516267123287,18.775818835616437
7334,5.2,5.789857608807648,17.97445031135388,17.3074890992734
7134,5.2,1.080801079910388,5.217788434055936,9.2373166013379
7211,5.2,14.372729922586187,24.172077154789953,17.27342930132192
12063,5.2,2.23948401826484,10.612276826484017,17.13355308219178
15003,5.2,15.700274173001523,26.51055372315449,20.034040186151064
15088,5.2,2.1846399772888128,12.63139013085902,15.949898598801374
15001,5.2,9.133078683398402,18.163347183490867,17.733860879651825
12061,5.1,4.4479666095890416,12.36139897260274,16.40977625570776
12062,5.1,3.011796803652968,11.67456107305936,18.551892694063927
9171,5.0,11.802531930508561,21.495643854603312,17.39523281787671
9462,5.0,20.027418664711185,28.80172975128482,18.317992906440068
13075,5.0,0.7529965753424658,6.5643892694063934,17.09782876712329
12073,5.0,2.155648401826484,8.232719178082192,15.59523116438356
14522,5.0,7.313912328767123,15.083302083333335,12.34119925799087
14625,5.0,4.639931621004565,14.022081278538812,16.655916152968036
6411,4.9,32.33653293064155,37.58680309825799,19.221845531565638
8311,4.9,35.210727739726025,33.58206335616438,14.231221461187214
8212,4.8,21.151244292237447,30.632223173515982,17.25945776255708
8115,4.8,22.90946061643836,28.681777968036528,14.282311643835616
9273,4.8,13.207242452468037,21.023583886774542,18.58214228371347
9161,4.8,12.923237663790523,25.107500936682076,18.386309886163243
9477,4.8,9.003278912247719,20.763713448636988,16.3355476988516
14521,4.8,11.291637899543378,18.658413356164385,11.97868267694064
14626,4.8,10.035594691780823,14.467378025114158,18.250433751902587
14524,4.8,13.687933847031964,22.718613755707764,17.501706078767125
8211,4.7,5.665747716894978,16.513715753424655,15.11325913242009
9775,4.7,14.60845209230993,29.79129159842466,17.84694670136701
15085,4.7,1.6886244101649543,8.556669897664241,13.91297107598364
8315,4.6,2.8753475161238584,10.674109349351598,11.02771805352283
8111,4.6,61.891299942922366,56.66954052511416,17.695930365296803
8336,4.6,3.3067865296803656,17.672003424657536,15.15814497716895
8335,4.6,6.177933789954338,21.210593607305935,15.422203196347033
9188,4.6,1.1649519758875568,7.149835985285959,12.086576262172947
9561,4.6,27.55272468007877,31.663132191583905,20.12929194955023
13072,4.6,1.2561872146118722,8.439577625570776,15.459468417047185
15091,4.6,20.104748707491147,20.169112306743152,18.40428685480594
16055,4.6,9.848321769750285,20.035773216283673,15.425363665924088
8435,4.5,7.580793378995434,22.588858447488583,14.073732876712327
8326,4.5,5.6666780821917815,13.365976027397261,13.870713470319636
9262,4.5,27.526254628443493,32.87344360073516,19.50368935857591
12071,4.5,2.2471113013698627,9.452457191780821,18.622294520547943
15089,4.5,19.43988441005565,22.183242345348173,18.752320691395546
8421,4.4,10.897768264840183,27.61204908675799,17.860759132420092
9776,4.4,9.403039305291097,24.273645199644974,15.28559058323973
9189,4.4,8.334260951360159,17.606699568181508,15.855972815438928
15081,4.4,0.9111282242385846,6.319499050273972,13.056416505821918
8116,4.3,17.904503424657534,27.58791095890411,20.04
8317,4.3,8.932089041095889,24.28066210045662,18.00806506849315
9187,4.3,29.98311919785331,36.13171333095548,19.048760087312786
13076,4.3,0.7928767123287672,6.00925799086758,17.741049657534248
13073,4.3,4.007779870624049,9.056207382039574,15.737683789954339
12053,4.3,15.84076826484018,22.3799446347032,20.164185787671236
8416,4.2,36.56630707762557,34.298841324200914,13.464982876712329
12070,4.2,1.6475970319634703,8.575806506849315,15.752074200913244
16064,4.2,16.38150601913585,20.293349202753422,18.292423163111017
8136,4.1,9.768715753424656,20.31079337899543,16.043869863013697
8415,4.1,33.04870814307458,30.19738203957382,13.543176369863016
13071,4.0,4.454252283105023,12.64709474885845,16.81944520547945
8426,3.7,6.677317351598174,16.78409817351598,15.254617579908677
8127,3.0,9.879109589041095,19.64292237442922,17.671563926940642
