CountyID,DiseaseRFeat,NOmean,NO2mean,PM1mean
16072,False,1.4264168763841325,5.450930455628424,8.207321927101598
16073,False,5.232143791982304,13.826341096666095,15.237012796042237
8128,False,3.756061643835616,13.714429223744292,15.323270547945206
6413,False,31.14591456507534,37.9759615640468,21.789088912749424
1001,False,34.362939155251134,32.012595490867575,18.741247831050227
3405,False,1.6108206155251144,10.49302909663242,14.25342294765982
16062,False,5.985053974547945,16.09839900482192,16.16690518169863
16054,False,14.49926426912015,15.99783189715782,11.942892489306221
3453,False,2.4717120156392696,13.40862225964612,18.09428649686073
5162,False,4.369601027397262,18.272755194063926,21.31842482876712
3102,False,2.9557732585616434,16.062558724657535,15.192570745947487
6636,False,0.6127074129977169,6.335326729613584,11.837489836715756
5124,False,30.91021658105023,36.66250759132421,18.58384751712329
5116,False,12.96292979452055,26.506934218036534,19.538939326484016
5122,False,23.51157925228311,31.43984700342466,19.013494720319635
10044,False,4.678403348554033,15.44454375951294,14.771364726027398
16077,False,5.3879221782180355,18.0823542474258,15.884286643727744
3360,False,0.4943413242009133,6.642415525114155,12.401198630136983
5970,False,0.5638836187214612,5.754210216894977,10.75405091324201
5954,False,6.604334760273972,19.559634874429218,14.849954452054794
12060,False,19.525724029680372,23.23706906392694,20.405557077625573
3155,False,0.4923575611301369,8.420499320034248,12.529203685445205
1054,False,0.8110633561643835,4.558611301369862,13.1364651826484
5513,False,29.314165981735158,36.0145560216895,28.322062899543376
3452,False,0.7270318473173516,8.456883020376713,15.496931735216894
5913,False,27.03682351598173,38.47764743150685,21.640676541095893
5316,False,28.33575662100457,36.26532591324201,17.910629623287672
6633,False,0.6792516855445206,8.536713758321918,11.868726007014267
7232,False,2.3765895022910963,10.61085636592884,12.657936292613394
16051,False,14.401578898800226,22.526875761438927,16.214795282632227
14713,False,27.16952916666667,30.911773496955856,19.522484627092847
3454,False,2.471896788299087,14.712233674372149,16.613318712614156
3241,False,19.0289097048516,31.043948863099324,18.28824992851027
6531,False,43.19986975690525,42.16671652506165,22.099382627220322
7336,False,1.2367740241877856,7.235721050183789,11.205053738040526
9461,False,11.490206124026829,23.706894869522266,18.18766218904452
16066,False,5.0305947258898405,11.904274725109588,12.005617484385846
6534,False,20.489225129748288,28.81635411069749,18.522452326512557
7340,False,1.0886133868955479,4.988657283591895,9.247640708672943
9761,False,16.416493945420804,28.988069535088048,17.914428316949056
10041,False,13.946624543378995,24.00404965753425,16.772436643835615
14511,False,18.138697859589037,26.02169360730593,18.610361700913238
3358,False,2.1648617209474885,12.427424801769408,16.77240618173516
5158,False,8.47777049086758,26.362810273972602,16.868518721461186
6532,False,20.467166011671804,27.49157188618664,21.120423694459475
6431,False,0.7910051424714613,8.119518005611301,15.571921090534813
7315,False,29.82738310871141,36.56242761014269,20.040876982018265
14612,False,23.330639611872147,29.35774794520548,19.8292694824962
1061,False,37.659362614155256,34.80848641552511,16.311419805936072
3402,False,3.2802553969178088,15.449597216894976,15.866343672317347
5978,False,7.688446385083713,22.434187271689492,15.877876997716895
5113,False,19.770431150114156,34.05376469748858,21.767551179604254
5314,False,10.72332579908676,26.206334189497717,17.280659189497715
6611,False,21.627759179773122,30.064764907168666,21.05653540659247
7138,False,15.163803672104736,24.77934228016067,20.03586071769749
12065,False,0.28913470319634704,4.256107876712329,12.64705593607306
5515,False,19.045853624429228,28.546867094748865,19.519542950913237
5362,False,6.413187442922374,19.644158675799087,16.859606963470313
5315,False,34.51326041666667,39.401932206050226,20.37075874714612
6414,False,38.126805890978886,42.47790816755497,18.436602660267692
9162,False,35.629631946858225,41.87076578916348,21.838656464299373
1003,False,9.041365239726025,20.102069463470322,15.716852111872143
3153,False,0.8311857541381279,7.696931623487444,9.853473676255707
5166,False,10.423557420091326,19.62252676940639,19.39961803652968
5334,False,16.696621423135465,21.5720424086758,15.507754318873664
6435,False,5.131997459537956,17.088173484882994,16.16094840537671
6533,False,14.203367328156393,22.16493638768721,17.092982354988578
7312,False,7.732814071988013,20.65769906631336,15.81617690365183
7314,False,21.42333382885845,32.21408356460864,21.64881127112576
7132,False,1.152621613839041,7.513786138099886,9.824890283074774
12072,False,3.6109257990867585,15.221562785388132,20.741854452054795
3404,False,23.21160183524543,31.06104885202626,19.198349856678085
3101,False,16.806076559046804,23.95897878727169,17.491302441409818
6433,False,9.89650160292209,22.486980027910384,17.039716674935505
